student_id,course_id,term,section_id,instructor_id,switch_term,post_redesign,redesign_status,final_numeric_grade,final_grade_letter_sampled,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q1_7,q1_8,q2_1,q2_2,q2_3,q2_4,q2_5,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4_1,q4_2,q4_3,q4_4,q4_5,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,olse_q1_mean,olse_q2_mean,olse_q3_mean,olse_q4_mean,olse_q5_mean,olse_overall_mean,olse_overall_z,term_index,course_term_id,section_term_id,final_numeric_grade_z,olse_overall_student_z,final_grade_letter_checked,cluster_1_delta,cluster_2_delta,cluster_3_delta,cluster_4_delta,cluster_5_delta,cluster_6_delta,cluster_7_delta,cluster_8_delta,mastery_redesign,social_vicarious_redesign,structural_compliance_redesign,redesign_intensity,mastery_redesign_z,social_vicarious_redesign_z,structural_compliance_redesign_z,redesign_intensity_z,cluster_1_delta_z,post_x_cluster_1_delta_z,cluster_2_delta_z,post_x_cluster_2_delta_z,cluster_3_delta_z,post_x_cluster_3_delta_z,cluster_4_delta_z,post_x_cluster_4_delta_z,cluster_5_delta_z,post_x_cluster_5_delta_z,cluster_6_delta_z,post_x_cluster_6_delta_z,cluster_7_delta_z,post_x_cluster_7_delta_z,cluster_8_delta_z,post_x_cluster_8_delta_z,post_x_mastery_redesign_z,post_x_social_vicarious_redesign_z,post_x_structural_compliance_redesign_z,post_x_redesign_intensity_z
STU_000058,CSC 130,2025SP,S01,INST_CSC130_01,2025SP,1,Post-Redesign,2.7,B-,5,4,3,4,5,5,5,3,4,4,3,4,4,4,4,4,3,4,5,5,4,4,5,4,4,4,5,4,5,4,4.25,3.8,4,4.4,4.33333333333333,4.16666666666667,1.42684442655513,20251,CSC 130__2025SP,CSC 130__2025SP__S01,0.17691692386090738,1.4648666646036896,B-,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000809,CSC 130,2025SP,S01,INST_CSC130_01,2025SP,1,Post-Redesign,3.3,B+,3,4,3,3,4,4,3,4,2,3,4,3,3,4,3,3,4,4,4,2,3,3,2,4,4,3,3,3,3,2,3.5,3,3.6666666666666705,2.8,3,3.23333333333333,-0.587049282165903,20251,CSC 130__2025SP,CSC 130__2025SP__S01,0.9314202872713531,-0.5731441109060268,B+,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000971,CSC 130,2025SP,S01,INST_CSC130_01,2025SP,1,Post-Redesign,1.7,C-,4,4,5,5,4,5,4,4,4,3,4,4,4,2,4,3,4,4,4,5,3,4,4,4,3,4,2,4,5,5,4.375,3.8,3.5,4,3.8333333333333295,3.93333333333333,0.923370999374874,20251,CSC 130__2025SP,CSC 130__2025SP__S01,-1.0805886818231698,0.9553639707262503,C-,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000320,CSC 130,2025SP,S01,INST_CSC130_01,2025SP,1,Post-Redesign,2.3,C+,4,4,4,3,5,3,4,4,5,4,4,2,3,4,3,4,4,4,4,3,3,3,5,4,4,4,4,3,3,4,3.875,3.6,3.8333333333333295,3.6,3.6666666666666705,3.73333333333333,0.491822347506081,20251,CSC 130__2025SP,CSC 130__2025SP__S01,-0.3260853184127238,0.5186473759741709,C+,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000530,CSC 130,2025SP,S01,INST_CSC130_01,2025SP,1,Post-Redesign,3.3,B+,2,5,2,4,3,4,3,4,3,2,3,2,4,3,3,4,2,3,3,3,2,4,3,3,3,2,3,3,3,3,3.375,2.8,3,3,2.83333333333333,3.03333333333333,-1.0185979340347,20251,CSC 130__2025SP,CSC 130__2025SP__S01,0.9314202872713531,-1.0098607056581053,B+,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_001037,CSC 130,2025SP,S02,INST_CSC130_02,2025SP,1,Post-Redesign,1,D,2,3,3,3,3,3,4,3,3,3,4,3,3,2,3,3,2,3,2,4,3,3,4,4,2,1,3,2,5,2,3,3.2,2.5,3.6,2.5,2.93333333333333,-1.23437225996909,20251,CSC 130__2025SP,CSC 130__2025SP__S02,-1.9608426058020236,-1.228219003034145,D,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000760,CSC 130,2025SP,S02,INST_CSC130_02,2025SP,1,Post-Redesign,3.3,B+,3,2,3,3,4,3,4,2,4,4,4,2,4,2,2,4,3,3,2,5,2,3,2,3,3,3,2,4,3,3,3,3.6,2.66666666666667,3,3,3.03333333333333,-1.0185979340347,20251,CSC 130__2025SP,CSC 130__2025SP__S02,0.9314202872713531,-1.0098607056581053,B+,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_001192,CSC 130,2025SP,S02,INST_CSC130_02,2025SP,1,Post-Redesign,2.3,C+,3,2,3,4,3,3,3,4,4,3,4,3,3,3,2,2,3,4,4,3,3,3,2,2,3,2,3,3,3,4,3.125,3.4,3,2.6,3,3.03333333333333,-1.0185979340347,20251,CSC 130__2025SP,CSC 130__2025SP__S02,-0.3260853184127238,-1.0098607056581053,C+,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000781,CSC 130,2025SP,S02,INST_CSC130_02,2025SP,1,Post-Redesign,3.3,B+,2,4,5,3,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,4,5,4,4,4,4,3,3,5,3,4,3.75,3.6,3.5,4.2,3.6666666666666705,3.73333333333333,0.491822347506081,20251,CSC 130__2025SP,CSC 130__2025SP__S02,0.9314202872713531,0.5186473759741709,B+,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_001334,CSC 130,2025SP,S02,INST_CSC130_02,2025SP,1,Post-Redesign,3,B,4,4,5,1,5,4,4,4,3,4,4,3,4,4,5,3,3,5,3,4,5,4,4,2,4,4,4,3,2,3,3.875,3.6,3.8333333333333295,3.8,3.33333333333333,3.7,0.419897572194615,20251,CSC 130__2025SP,CSC 130__2025SP__S02,0.5541686055661302,0.44586127684883237,B,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000331,CSC 130,2025SP,S02,INST_CSC130_02,2025SP,1,Post-Redesign,2.3,C+,4,5,3,5,4,4,4,4,4,4,2,5,3,4,4,3,3,4,2,4,2,4,4,5,3,4,4,1,4,3,4.125,3.6,3.33333333333333,3.8,3.16666666666667,3.63333333333333,0.276048021571684,20251,CSC 130__2025SP,CSC 130__2025SP__S02,-0.3260853184127238,0.3002890785981321,C+,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000449,CSC 130,2025SP,S02,INST_CSC130_02,2025SP,1,Post-Redesign,2.7,B-,1,4,5,3,4,3,3,3,4,3,4,4,3,4,3,3,4,4,3,3,4,3,1,3,3,4,4,4,4,4,3.25,3.6,3.5,2.8,3.8333333333333295,3.4,-0.227425405608575,20251,CSC 130__2025SP,CSC 130__2025SP__S02,0.17691692386090738,-0.20921361527928684,B-,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000208,CSC 130,2025SP,S03,INST_CSC130_03,2025SP,1,Post-Redesign,2.3,C+,4,4,3,3,3,4,3,4,4,4,3,3,4,3,4,3,5,3,2,5,3,4,2,4,3,3,3,3,3,3,3.5,3.6,3.33333333333333,3.6,3,3.4,-0.227425405608575,20251,CSC 130__2025SP,CSC 130__2025SP__S03,-0.3260853184127238,-0.20921361527928684,C+,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_001551,CSC 130,2025SP,S03,INST_CSC130_03,2025SP,1,Post-Redesign,1.7,C-,3,4,4,3,2,3,3,4,3,4,3,2,4,4,3,3,4,3,4,3,4,3,3,2,3,3,4,4,3,4,3.25,3.2,3.5,3,3.5,3.3,-0.443199731542972,20251,CSC 130__2025SP,CSC 130__2025SP__S03,-1.0805886818231698,-0.42757191265532657,C-,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000347,CSC 130,2025SP,S03,INST_CSC130_03,2025SP,1,Post-Redesign,2.7,B-,1,4,3,2,2,2,4,1,3,4,2,3,3,4,2,2,3,3,3,3,3,3,3,3,3,3,4,2,2,3,2.375,3,2.83333333333333,3,2.83333333333333,2.76666666666667,-1.59399613652642,20251,CSC 130__2025SP,CSC 130__2025SP__S03,0.17691692386090738,-1.5921494986608626,B-,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000736,CSC 130,2025SP,S03,INST_CSC130_03,2025SP,1,Post-Redesign,2.7,B-,3,4,5,3,5,3,5,5,3,4,2,4,3,3,5,5,5,2,4,4,4,5,5,4,4,5,4,4,2,4,4.125,3.2,4,4.4,3.8333333333333295,3.93333333333333,0.923370999374874,20251,CSC 130__2025SP,CSC 130__2025SP__S03,0.17691692386090738,0.9553639707262503,B-,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000423,CSC 130,2025SP,S03,INST_CSC130_03,2025SP,1,Post-Redesign,2.7,B-,4,5,5,4,4,5,4,3,4,4,4,3,3,4,4,3,5,5,4,3,4,4,5,4,4,3,4,4,4,4,4.25,3.6,4.16666666666667,4,3.8333333333333295,4,1.06722054999781,20251,CSC 130__2025SP,CSC 130__2025SP__S03,0.17691692386090738,1.1009361689769506,B-,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_001029,CSC 130,2025SP,S03,INST_CSC130_03,2025SP,1,Post-Redesign,3,B,4,4,3,4,4,4,4,4,4,4,3,4,3,4,5,3,3,4,4,3,3,4,3,4,5,4,3,3,4,5,3.875,3.6,3.8333333333333295,3.4,4,3.7666666666666706,0.563747122817546,20251,CSC 130__2025SP,CSC 130__2025SP__S03,0.5541686055661302,0.5914334750995336,B,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000037,CSC 130,2025SP,S03,INST_CSC130_03,2025SP,1,Post-Redesign,2,C,3,2,3,3,3,3,3,3,3,3,1,3,2,3,2,3,2,3,3,2,2,2,3,1,3,2,1,2,2,1,2.875,2.4,2.66666666666667,2,1.83333333333333,2.4,-2.38516866495254,20251,CSC 130__2025SP,CSC 130__2025SP__S03,-0.7033370001179466,-2.392796589039682,C,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000803,CSC 130,2025F,S01,INST_CSC130_01,2025SP,1,Post-Redesign,3,B,4,4,4,5,4,4,3,4,3,3,3,3,3,3,2,5,4,3,3,4,4,3,3,4,4,2,4,3,4,4,4,3,3.33333333333333,3.6,3.5,3.53333333333333,0.0602736956372869,20253,CSC 130__2025F,CSC 130__2025F__S01,0.5541686055661302,0.08193078122209237,B,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000752,CSC 130,2025F,S01,INST_CSC130_01,2025SP,1,Post-Redesign,1.7,C-,4,2,4,3,2,2,3,3,4,4,4,4,4,2,4,2,3,4,2,3,5,4,3,3,4,4,3,3,4,3,2.875,4,2.83333333333333,3.6,3.5,3.3,-0.443199731542972,20253,CSC 130__2025F,CSC 130__2025F__S01,-1.0805886818231698,-0.42757191265532657,C-,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000379,CSC 130,2025F,S01,INST_CSC130_01,2025SP,1,Post-Redesign,2.7,B-,3,4,3,4,3,3,4,4,2,3,2,4,4,4,2,3,3,2,3,2,4,3,2,3,4,3,4,3,4,3,3.5,3,2.83333333333333,2.8,3.5,3.16666666666667,-0.730898832788834,20253,CSC 130__2025F,CSC 130__2025F__S01,0.17691692386090738,-0.7187163091567048,B-,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_001255,CSC 130,2025F,S01,INST_CSC130_01,2025SP,1,Post-Redesign,1.3,D+,4,3,3,4,4,5,5,5,4,5,3,4,4,5,3,5,4,4,5,3,3,2,5,4,4,5,4,3,4,3,4.125,4,4.33333333333333,3.4,3.8333333333333295,3.96666666666667,0.99529577468634,20253,CSC 130__2025F,CSC 130__2025F__S01,-1.5835909240968005,1.028150069851611,D+,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_001055,CSC 130,2025F,S01,INST_CSC130_01,2025SP,1,Post-Redesign,2.7,B-,5,3,5,4,5,5,4,5,4,3,4,3,5,4,4,4,3,4,3,2,3,4,3,3,5,4,4,4,3,4,4.5,3.8,3.6666666666666705,3,4,3.86666666666667,0.779521448751943,20253,CSC 130__2025F,CSC 130__2025F__S01,0.17691692386090738,0.8097917724755714,B-,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_001143,CSC 130,2025F,S01,INST_CSC130_01,2025SP,1,Post-Redesign,3,B,4,3,4,2,3,4,3,3,2,3,3,4,3,3,3,3,5,3,4,3,4,3,4,4,3,4,3,4,3,3,3.25,3,3.5,3.6,3.33333333333333,3.33333333333333,-0.371274956231506,20253,CSC 130__2025F,CSC 130__2025F__S01,0.5541686055661302,-0.3547858135299871,B,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000992,CSC 130,2025F,S01,INST_CSC130_01,2025SP,1,Post-Redesign,3,B,5,3,3,3,3,5,3,4,4,5,3,4,3,3,4,4,3,4,4,3,3,4,4,4,5,3,4,3,3,4,3.625,3.8,3.6666666666666705,3.6,3.6666666666666705,3.6666666666666705,0.347972796883149,20253,CSC 130__2025F,CSC 130__2025F__S01,0.5541686055661302,0.37307517772349386,B,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000565,CSC 130,2025F,S02,INST_CSC130_02,2025SP,1,Post-Redesign,2,C,3,4,3,3,4,5,4,2,3,4,3,4,2,4,4,3,4,3,3,3,3,3,4,4,3,3,3,2,3,2,3.5,3.2,3.5,3.4,2.66666666666667,3.26666666666667,-0.515124506854437,20253,CSC 130__2025F,CSC 130__2025F__S02,-0.7033370001179466,-0.5003580117806651,C,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000488,CSC 130,2025F,S02,INST_CSC130_02,2025SP,1,Post-Redesign,2.7,B-,3,4,4,3,4,4,4,4,4,5,5,3,3,3,4,4,3,4,5,4,4,4,3,3,3,4,4,4,3,3,3.75,4,3.8333333333333295,3.6,3.5,3.73333333333333,0.491822347506081,20253,CSC 130__2025F,CSC 130__2025F__S02,0.17691692386090738,0.5186473759741709,B-,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
STU_000843,CSC 130,2025F,S02,INST_CSC130_02,2025SP,1,Post-Redesign,3,B,3,3,3,3,2,3,2,4,3,3,3,2,1,4,3,3,4,4,4,3,3,4,4,3,4,3,4,3,3,3,2.875,2.4,3.6666666666666705,3.4,3.33333333333333,3.13333333333333,-0.8028236081003,20253,CSC 130__2025F,CSC 130__2025F__S02,0.5541686055661302,-0.7915024082820655,B,0.22875,0.234,0.251428571428571,0.028,0.23,0.232857142857143,0.24,0.045,0.236759,0.0365,0.235,0.186254,1.219005,-1.375807,0.495204,0.421835,1.0281834902450584,1.0281834902450584,1.0530097708107515,1.0530097708107515,1.4671120906245663,1.4671120906245663,-1.512100600961567,-1.512100600961567,0.45319221951299576,0.45319221951299576,1.1090113655460956,1.1090113655460956,0.48899848007918845,0.48899848007918845,-1.2936458404546898,-1.2936458404546898,1.219005,-1.375807,0.495204,0.421835
