course_id,term,section_id,instructor_id,switch_term,post_redesign,redesign_status,enrollment_n,avg_numeric_grade,median_numeric_grade,mode_letter_grade,avg_olse_overall,mastery_redesign,social_vicarious_redesign,structural_compliance_redesign,redesign_intensity,mastery_redesign_z,social_vicarious_redesign_z,structural_compliance_redesign_z,redesign_intensity_z
ENGR 17,2026SP,S02,INST_ENGR17_02,2026SP,1,Post-Redesign,7,2.957143,2.7,B-,3.699524,0.129397,0.24625,0.118773,0.155954,-0.571332,0.591033,-0.642206,-0.598996
ENGR 17,2026SP,S03,INST_ENGR17_03,2026SP,1,Post-Redesign,7,2.9,3.0,B,3.640952,0.129397,0.24625,0.118773,0.155954,-0.571332,0.591033,-0.642206,-0.598996
ENGR 17,2026SP,S04,INST_ENGR17_01,2026SP,1,Post-Redesign,8,2.95,2.85,B-,3.5,0.129397,0.24625,0.118773,0.155954,-0.571332,0.591033,-0.642206,-0.598996
ENGR 17,2026SP,S05,INST_ENGR17_02,2026SP,1,Post-Redesign,7,2.814286,3.0,B,3.690476,0.129397,0.24625,0.118773,0.155954,-0.571332,0.591033,-0.642206,-0.598996
ENGR 17,2026SP,S06,INST_ENGR17_03,2026SP,1,Post-Redesign,7,2.742857,2.7,B+,3.590476,0.129397,0.24625,0.118773,0.155954,-0.571332,0.591033,-0.642206,-0.598996
ENVS 10,2025SP,S01,INST_ENVS10_01,2026SP,0,Pre-Redesign,7,2.657143,2.7,B+,3.520102,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2025SP,S02,INST_ENVS10_02,2026SP,0,Pre-Redesign,6,1.95,2.15,B,3.460159,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2025SP,S03,INST_ENVS10_03,2026SP,0,Pre-Redesign,6,3.016667,3.0,B,3.641944,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2025SP,S04,INST_ENVS10_01,2026SP,0,Pre-Redesign,2,2.3,2.3,C+,2.803333,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2025F,S01,INST_ENVS10_01,2026SP,0,Pre-Redesign,6,2.233333,2.7,B-,3.821389,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2025F,S02,INST_ENVS10_02,2026SP,0,Pre-Redesign,6,3.383333,3.3,B,3.795833,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2025F,S03,INST_ENVS10_03,2026SP,0,Pre-Redesign,6,2.433333,2.5,B,3.620357,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2025F,S04,INST_ENVS10_01,2026SP,0,Pre-Redesign,1,2.7,2.7,B-,3.15,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2025F,S05,INST_ENVS10_01,2026SP,0,Pre-Redesign,8,2.625,2.7,B-,3.445833,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2025F,S06,INST_ENVS10_02,2026SP,0,Pre-Redesign,7,2.714286,2.7,B-,3.557143,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2025F,S07,INST_ENVS10_03,2026SP,0,Pre-Redesign,7,2.9,3.0,B,3.57619,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2026SP,S01,INST_ENVS10_01,2026SP,1,Post-Redesign,8,2.75,2.85,A-,3.736458,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2026SP,S02,INST_ENVS10_02,2026SP,1,Post-Redesign,7,2.714286,2.7,B-,3.554048,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ENVS 10,2026SP,S03,INST_ENVS10_03,2026SP,1,Post-Redesign,7,3.1,3.7,A,3.567857,0.222262,0.144687,0.247364,0.209144,0.977256,-0.361326,0.616196,1.192989
ETHN 70,2024SP,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,7,2.328571,2.3,C+,3.838095,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
ETHN 70,2024SP,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,6,1.966667,1.85,C-,3.479048,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
ETHN 70,2024SP,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,7,1.871429,2.0,B-,3.536667,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
ETHN 70,2024F,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,6,2.433333,2.5,B+,3.604444,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
ETHN 70,2024F,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,7,1.971429,2.0,B-,3.445238,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
ETHN 70,2024F,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,6,1.716667,1.5,D,3.4125,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
ETHN 70,2025SP,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,7,2.271429,2.3,A,3.444048,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
ETHN 70,2025SP,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,7,2.0,2.0,C,3.415,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
ETHN 70,2025SP,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,7,2.0,2.3,C+,3.53619,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
ETHN 70,2025F,S01,INST_ETHN70_01,2025F,1,Post-Redesign,7,2.285714,2.3,B-,3.750714,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
ETHN 70,2025F,S02,INST_ETHN70_02,2025F,1,Post-Redesign,7,1.757143,2.0,C,3.76619,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
ETHN 70,2025F,S03,INST_ETHN70_03,2025F,1,Post-Redesign,7,1.871429,2.0,C,3.851905,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909
FSHD 50,2024SP,S01,INST_FSHD50_01,2026SP,0,Pre-Redesign,8,2.2125,2.0,C,3.345208,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2024SP,S02,INST_FSHD50_02,2026SP,0,Pre-Redesign,6,1.966667,1.7,C-,3.146706,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2024SP,S03,INST_FSHD50_03,2026SP,0,Pre-Redesign,6,1.783333,1.85,C+,3.101389,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2024F,S01,INST_FSHD50_01,2026SP,0,Pre-Redesign,6,1.833333,1.85,C,3.025913,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2024F,S02,INST_FSHD50_02,2026SP,0,Pre-Redesign,6,1.966667,2.3,C+,3.263333,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2024F,S03,INST_FSHD50_03,2026SP,0,Pre-Redesign,6,1.783333,1.85,C,3.370556,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2024F,S04,INST_FSHD50_01,2026SP,0,Pre-Redesign,1,2.3,2.3,C+,2.86,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2026SP,S01,INST_FSHD50_01,2026SP,1,Post-Redesign,7,1.814286,1.7,C,3.419286,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2026SP,S02,INST_FSHD50_02,2026SP,1,Post-Redesign,7,1.614286,1.7,C+,3.337857,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2026SP,S03,INST_FSHD50_03,2026SP,1,Post-Redesign,8,1.95,2.0,C,3.143512,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2026SP,S04,INST_FSHD50_01,2026SP,1,Post-Redesign,8,2.2875,2.3,C+,3.495833,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2026SP,S05,INST_FSHD50_02,2026SP,1,Post-Redesign,7,1.985714,2.0,C+,3.542857,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
FSHD 50,2026SP,S06,INST_FSHD50_03,2026SP,1,Post-Redesign,7,2.1,2.0,C-,3.447619,0.199289,0.102708,0.078864,0.145037,0.59416,-0.754967,-1.03276,-0.966797
HIST 51,2024SP,S01,INST_HIST51_01,2026SP,0,Pre-Redesign,7,2.9,3.0,B,3.464762,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
HIST 51,2024SP,S02,INST_HIST51_02,2026SP,0,Pre-Redesign,6,2.733333,2.5,A,3.328889,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
HIST 51,2024SP,S03,INST_HIST51_03,2026SP,0,Pre-Redesign,7,2.8,2.7,B+,3.490238,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
HIST 51,2024F,S01,INST_HIST51_01,2026SP,0,Pre-Redesign,6,2.383333,2.3,C+,3.743889,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
HIST 51,2024F,S02,INST_HIST51_02,2026SP,0,Pre-Redesign,7,2.1,2.3,B-,3.375,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
HIST 51,2024F,S03,INST_HIST51_03,2026SP,0,Pre-Redesign,6,2.95,3.0,B,3.359206,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
HIST 51,2024F,S04,INST_HIST51_01,2026SP,0,Pre-Redesign,8,2.9625,2.7,B-,3.566667,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
HIST 51,2024F,S05,INST_HIST51_02,2026SP,0,Pre-Redesign,7,2.657143,2.3,C+,3.480952,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
HIST 51,2024F,S06,INST_HIST51_03,2026SP,0,Pre-Redesign,7,2.728571,2.7,B-,3.519048,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
HIST 51,2026SP,S01,INST_HIST51_01,2026SP,1,Post-Redesign,8,2.6625,2.7,B-,3.690208,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
HIST 51,2026SP,S02,INST_HIST51_02,2026SP,1,Post-Redesign,7,3.285714,3.3,A-,3.704048,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
HIST 51,2026SP,S03,INST_HIST51_03,2026SP,1,Post-Redesign,7,3.042857,3.0,B+,3.742619,0.147226,0.205417,0.361682,0.215388,-0.274022,0.208136,1.734924,1.403353
JOUR 50,2024SP,S01,INST_JOUR50_01,2025SP,0,Pre-Redesign,7,2.042857,2.3,C+,3.573435,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2024SP,S02,INST_JOUR50_02,2025SP,0,Pre-Redesign,6,1.783333,1.7,C-,3.224444,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2024SP,S03,INST_JOUR50_03,2025SP,0,Pre-Redesign,6,2.0,2.0,C+,3.580556,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2024SP,S04,INST_JOUR50_01,2025SP,0,Pre-Redesign,1,1.0,1.0,D,2.956667,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2024F,S01,INST_JOUR50_01,2025SP,0,Pre-Redesign,7,1.842857,2.0,C,3.263095,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2024F,S02,INST_JOUR50_02,2025SP,0,Pre-Redesign,6,2.166667,2.15,C,3.607579,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2024F,S03,INST_JOUR50_03,2025SP,0,Pre-Redesign,6,2.016667,1.85,C-,3.346111,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2024F,S04,INST_JOUR50_01,2025SP,0,Pre-Redesign,1,2.3,2.3,C+,3.576667,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2025SP,S01,INST_JOUR50_01,2025SP,1,Post-Redesign,7,2.171429,2.3,C+,3.523571,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2025SP,S02,INST_JOUR50_02,2025SP,1,Post-Redesign,7,2.357143,2.7,B-,3.381905,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2025SP,S03,INST_JOUR50_03,2025SP,1,Post-Redesign,7,2.485714,2.7,B,3.63432,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2025F,S01,INST_JOUR50_01,2025SP,1,Post-Redesign,7,2.557143,2.3,C+,3.824286,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2025F,S02,INST_JOUR50_02,2025SP,1,Post-Redesign,7,2.242857,2.3,B-,3.553333,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
JOUR 50,2025F,S03,INST_JOUR50_03,2025SP,1,Post-Redesign,7,2.228571,2.3,C+,3.605918,0.258226,0.063125,0.173727,0.188326,1.576988,-1.126142,-0.104416,0.491632
MGMT 117,2025SP,S01,INST_MGMT117_01,2026SP,0,Pre-Redesign,7,2.585714,2.7,B-,3.447619,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
MGMT 117,2025SP,S02,INST_MGMT117_02,2026SP,0,Pre-Redesign,6,2.083333,2.3,C+,3.796667,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
MGMT 117,2025SP,S03,INST_MGMT117_03,2026SP,0,Pre-Redesign,7,2.428571,2.7,B-,3.403367,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
MGMT 117,2025F,S01,INST_MGMT117_01,2026SP,0,Pre-Redesign,7,2.471429,2.3,C+,3.643571,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
MGMT 117,2025F,S02,INST_MGMT117_02,2026SP,0,Pre-Redesign,7,2.128571,2.0,C,3.634286,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
MGMT 117,2025F,S03,INST_MGMT117_03,2026SP,0,Pre-Redesign,6,2.166667,2.15,D,3.259167,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
MGMT 117,2026SP,S01,INST_MGMT117_01,2026SP,1,Post-Redesign,8,2.55,2.7,B-,3.992708,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
MGMT 117,2026SP,S02,INST_MGMT117_02,2026SP,1,Post-Redesign,7,2.571429,2.7,B,3.795476,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
MGMT 117,2026SP,S03,INST_MGMT117_03,2026SP,1,Post-Redesign,8,2.925,2.85,B-,3.58881,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
MGMT 117,2026SP,S04,INST_MGMT117_01,2026SP,1,Post-Redesign,7,3.185714,3.3,B+,3.938095,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
MGMT 117,2026SP,S05,INST_MGMT117_02,2026SP,1,Post-Redesign,8,2.75,2.85,C,3.666667,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
MGMT 117,2026SP,S06,INST_MGMT117_03,2026SP,1,Post-Redesign,7,3.085714,3.3,B+,3.914286,0.111847,0.267917,0.223,0.178653,-0.864001,0.794203,0.377771,0.165721
PHIL 104,2024SP,S01,INST_PHIL104_01,2025F,0,Pre-Redesign,8,2.6125,2.5,C+,3.156726,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
PHIL 104,2024SP,S02,INST_PHIL104_02,2025F,0,Pre-Redesign,6,2.6,2.5,C+,3.178175,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
PHIL 104,2024SP,S03,INST_PHIL104_03,2025F,0,Pre-Redesign,6,2.5,2.5,A-,3.195833,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
PHIL 104,2024F,S01,INST_PHIL104_01,2025F,0,Pre-Redesign,6,2.683333,2.7,B-,3.340833,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
PHIL 104,2024F,S02,INST_PHIL104_02,2025F,0,Pre-Redesign,7,2.528571,2.7,B-,3.325714,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
PHIL 104,2024F,S03,INST_PHIL104_03,2025F,0,Pre-Redesign,6,3.05,3.0,B,3.438333,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
PHIL 104,2025SP,S01,INST_PHIL104_01,2025F,0,Pre-Redesign,7,3.228571,3.3,B+,3.384286,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
PHIL 104,2025SP,S02,INST_PHIL104_02,2025F,0,Pre-Redesign,7,2.328571,2.7,B-,3.526905,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
PHIL 104,2025SP,S03,INST_PHIL104_03,2025F,0,Pre-Redesign,7,1.9,2.0,C+,3.085,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
PHIL 104,2025F,S01,INST_PHIL104_01,2025F,1,Post-Redesign,7,3.657143,3.7,A,3.708333,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
PHIL 104,2025F,S02,INST_PHIL104_02,2025F,1,Post-Redesign,7,3.1,2.7,B-,3.724762,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
PHIL 104,2025F,S03,INST_PHIL104_03,2025F,1,Post-Redesign,7,3.242857,3.7,A,3.460714,0.173966,0.134583,0.289773,0.193072,0.171881,-0.456073,1.031215,0.651519
RPTA 33,2024SP,S01,INST_RPTA33_01,2025F,0,Pre-Redesign,7,2.9,3.3,B+,3.560238,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
RPTA 33,2024SP,S02,INST_RPTA33_02,2025F,0,Pre-Redesign,6,2.9,3.15,A-,3.56254,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
RPTA 33,2024SP,S03,INST_RPTA33_03,2025F,0,Pre-Redesign,7,3.342857,3.3,A,3.747619,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
RPTA 33,2024F,S01,INST_RPTA33_01,2025F,0,Pre-Redesign,6,3.066667,3.0,A-,3.548056,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
RPTA 33,2024F,S02,INST_RPTA33_02,2025F,0,Pre-Redesign,7,2.9,3.3,B+,3.646156,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
RPTA 33,2024F,S03,INST_RPTA33_03,2025F,0,Pre-Redesign,6,3.116667,3.15,A,3.543611,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
RPTA 33,2025SP,S01,INST_RPTA33_01,2025F,0,Pre-Redesign,7,2.557143,2.3,B+,3.703571,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
RPTA 33,2025SP,S02,INST_RPTA33_02,2025F,0,Pre-Redesign,7,2.9,3.0,B,3.607381,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
RPTA 33,2025SP,S03,INST_RPTA33_03,2025F,0,Pre-Redesign,7,3.2,3.3,A,3.794422,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
RPTA 33,2025F,S01,INST_RPTA33_01,2025F,1,Post-Redesign,7,2.985714,3.3,A,3.882279,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
RPTA 33,2025F,S02,INST_RPTA33_02,2025F,1,Post-Redesign,7,3.714286,3.7,A,3.531905,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
RPTA 33,2025F,S03,INST_RPTA33_03,2025F,1,Post-Redesign,7,3.785714,3.7,A-,3.817143,0.162545,0.33625,0.0615,0.18071,-0.018575,1.434969,-1.202682,0.235032
STAT 1,2025SP,S01,INST_STAT1_01,2026SP,0,Pre-Redesign,4,2.575,2.65,B,3.434821,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025SP,S02,INST_STAT1_02,2026SP,0,Pre-Redesign,1,2.0,2.0,C,3.462857,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025SP,S03,INST_STAT1_03,2026SP,0,Pre-Redesign,1,3.0,3.0,B,3.18,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025SP,S04,INST_STAT1_01,2026SP,0,Pre-Redesign,5,2.38,2.3,C+,3.317762,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025SP,S05,INST_STAT1_02,2026SP,0,Pre-Redesign,1,2.3,2.3,C+,3.196667,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025SP,S06,INST_STAT1_03,2026SP,0,Pre-Redesign,1,2.3,2.3,C+,3.085,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025SP,S07,INST_STAT1_01,2026SP,0,Pre-Redesign,4,1.4,1.65,C+,2.993333,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025SP,S08,INST_STAT1_02,2026SP,0,Pre-Redesign,2,2.85,2.85,B,3.9625,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025SP,S09,INST_STAT1_03,2026SP,0,Pre-Redesign,1,3.0,3.0,B,3.433333,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025SP,S10,INST_STAT1_01,2026SP,0,Pre-Redesign,1,2.7,2.7,B-,3.748333,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025SP,S11,INST_STAT1_02,2026SP,0,Pre-Redesign,1,3.3,3.3,B+,3.385,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S01,INST_STAT1_01,2026SP,0,Pre-Redesign,3,2.366667,1.7,C-,3.13,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S02,INST_STAT1_02,2026SP,0,Pre-Redesign,1,2.7,2.7,B-,2.604762,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S03,INST_STAT1_03,2026SP,0,Pre-Redesign,1,2.0,2.0,C,3.136667,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S04,INST_STAT1_01,2026SP,0,Pre-Redesign,1,2.7,2.7,B-,3.866667,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S05,INST_STAT1_02,2026SP,0,Pre-Redesign,1,3.3,3.3,B+,3.291667,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S06,INST_STAT1_03,2026SP,0,Pre-Redesign,7,2.985714,3.0,B,3.518571,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S07,INST_STAT1_01,2026SP,0,Pre-Redesign,2,2.8,2.8,B+,4.028333,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S08,INST_STAT1_02,2026SP,0,Pre-Redesign,3,2.7,2.7,B-,3.672222,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S09,INST_STAT1_03,2026SP,0,Pre-Redesign,1,3.3,3.3,B+,3.366667,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S10,INST_STAT1_01,2026SP,0,Pre-Redesign,8,2.9625,3.0,B-,3.666667,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S11,INST_STAT1_02,2026SP,0,Pre-Redesign,7,2.285714,2.3,C,3.371429,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2025F,S12,INST_STAT1_03,2026SP,0,Pre-Redesign,7,2.771429,2.7,B-,3.566667,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2026SP,S01,INST_STAT1_01,2026SP,1,Post-Redesign,7,2.428571,2.3,B-,3.067551,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2026SP,S02,INST_STAT1_02,2026SP,1,Post-Redesign,7,2.142857,2.0,A,3.38619,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
STAT 1,2026SP,S03,INST_STAT1_03,2026SP,1,Post-Redesign,8,2.6625,2.5,C,3.46375,0.125268,0.111458,0.1535,0.128874,-0.640194,-0.672918,-0.302362,-1.511367
